player_id,player_object_id,player_name,dob,gender,batting_style,bowling_style,country_id
49108,232364,Tim Southee,1988-12-11,M,right-hand bat,right-arm medium-fast,5
48205,55872,Malcolm Waller,1984-09-28,M,right-hand bat,right-arm offbreak,9
2200,55973,Mohammad Rafique,1970-09-05,M,left-hand bat,slow left-arm orthodox,25
1407,37224,Richard Hadlee,1951-07-03,M,left-hand bat,right-arm fast,5
49496,247235,Chris Woakes,1989-03-02,M,right-hand bat,right-arm fast-medium,1
65832,523245,Andrew Reyes,1984-03-07,M,right-hand bat,right-arm medium,18
1884,51107,Curtly Ambrose,1963-09-21,M,left-hand bat,right-arm fast,4
10303,37740,Kyle Mills,1979-03-15,M,right-hand bat,right-arm fast-medium,5
7656,28090,Sameer Dighe,1968-10-08,M,right-hand bat,Unknown,6
65214,514770,Prakash Mishra,1979-01-09,M,right-hand bat,right-arm medium,114
53602,318334,Nawroz Mangal,1984-07-15,M,right-hand bat,right-arm offbreak,40
44691,10582,Ravi Bopara,1985-05-04,M,right-hand bat,right-arm medium,1
7716,36084,Yuvraj Singh,1981-12-12,M,left-hand bat,slow left-arm orthodox,6
10238,52983,Marlon Samuels,1981-02-05,M,right-hand bat,right-arm offbreak,4
10394,43654,Yasir Arafat,1982-03-12,M,right-hand bat,right-arm fast-medium,7
48641,213674,Todd Astle,1986-09-24,M,right-hand bat,legbreak,5
49266,235514,Brian Vitori,1990-02-22,M,left-hand bat,left-arm fast-medium,9
60782,425639,Tendai Chatara,1991-02-28,M,right-hand bat,right-arm fast-medium,9
1565,36304,Brendon Bracewell,1959-09-14,M,right-hand bat,right-arm medium,5
65060,511532,Al-Amin Hossain,1992-12-27,M,right-hand bat,right-arm medium-fast,25
72379,669855,Jofra Archer,1995-04-01,M,right-hand bat,right-arm fast,1
91025,989797,Jack Horrocks,1993-05-26,M,right-hand bat,left-arm medium,18
1765,53216,Courtney Walsh,1962-10-30,M,right-hand bat,right-arm fast,4
45159,56283,Abdur Razzak,1982-06-15,M,left-hand bat,slow left-arm orthodox,25
15357,37111,Mark Gillespie,1979-10-17,M,right-hand bat,right-arm fast-medium,5
1840,32179,Chandrakant Pandit,1961-09-30,M,right-hand bat,Unknown,6
68493,585463,Godfred Bakiweyem,1998-12-20,M,right-hand bat,right-arm medium,135
1993,15383,Richard Illingworth,1963-08-23,M,right-hand bat,slow left-arm orthodox,1
109956,1275727,Omar Rassol,1997-09-12,M,right-hand bat,right-arm offbreak,114
53809,320652,Asghar Afghan,1987-12-26,M,right-hand bat,right-arm medium-fast,40
63224,471342,Krunal Pandya,1991-03-24,M,left-hand bat,slow left-arm orthodox,6
48405,34102,Rohit Sharma,1987-04-30,M,right-hand bat,right-arm offbreak,6
47111,52917,Denesh Ramdin,1985-03-13,M,right-hand bat,Unknown,4
45257,51439,Dwayne Bravo,1983-10-07,M,right-hand bat,right-arm medium,4
57410,360456,Asela Gunaratne,1986-01-08,M,right-hand bat,right-arm medium-fast,8
216,14220,George Hirst,1871-09-07,M,right-hand bat,left-arm medium-fast,1
95708,1071473,Jan Nicol Loftie-Eaton,2001-03-15,M,left-hand bat,right-arm medium,28
109548,1267515,Vukasin Zimonjic,2005-02-25,M,right-hand bat,right-arm medium-fast,5615
9630,47015,Jacques Rudolph,1981-05-04,M,left-hand bat,legbreak googly,3
109955,1275726,Mukul Kadyan,1994-01-01,M,right-hand bat,right-arm medium-fast,114
1446,13399,Graham Gooch,1953-07-23,M,right-hand bat,right-arm medium,1
1973,30176,Anil Kumble,1970-10-17,M,right-hand bat,legbreak googly,6
2334,10881,Robert Croft,1970-05-25,M,right-hand bat,right-arm offbreak,1
1551,19316,Clive Radley,1944-05-13,M,right-hand bat,legbreak,1
80259,819441,Darwish Rasooli,1999-12-12,M,right-hand bat,right-arm offbreak,40
65860,524048,Nasir Jamal,1993-12-21,M,right-hand bat,right-arm offbreak,40
1934,35320,Sachin Tendulkar,1973-04-24,M,right-hand bat,right-arm offbreak,6
70872,629058,Najmul Hossain Shanto,1998-08-25,M,left-hand bat,right-arm offbreak,25
105011,1178906,Niraj Khanna,1982-07-28,M,right-hand bat,right-arm offbreak,45
2230,7133,Ricky Ponting,1974-12-19,M,right-hand bat,right-arm medium,2
7593,28081,MS Dhoni,1981-07-07,M,right-hand bat,right-arm medium,6
49040,230559,Kieron Pollard,1987-05-12,M,right-hand bat,right-arm medium,4
109546,1267513,Nicholas Johns-Wickberg,1989-08-03,M,right-hand bat,right-arm medium-fast,5615
46933,44828,Faf du Plessis,1984-07-13,M,right-hand bat,legbreak,3
1564,13418,David Gower,1957-04-01,M,left-hand bat,right-arm offbreak,1
47206,55870,Sean Williams,1986-09-26,M,left-hand bat,slow left-arm orthodox,9
243,15509,Gilbert Jessop,1874-05-19,M,right-hand bat,right-arm fast,1
108154,1233044,Varun Thamotharam,1988-11-12,M,left-hand bat,left-arm medium-fast,45
6256,5939,Michael Hussey,1975-05-27,M,left-hand bat,right-arm medium,2
55398,337790,Rassie van der Dussen,1989-02-07,M,right-hand bat,legbreak,3
87075,935995,Afif Hossain,1999-09-22,M,left-hand bat,right-arm offbreak,25
1406,19469,Graham Roope,1946-07-12,M,right-hand bat,right-arm medium,1
35582,56186,Tushar Imran,1983-12-20,M,right-hand bat,Unknown,25
45252,55343,Elton Chigumbura,1986-03-14,M,right-hand bat,right-arm fast-medium,9
2024,28779,Sourav Ganguly,1972-07-08,M,left-hand bat,right-arm medium,6
46888,25913,Mohammad Nabi,1985-01-01,M,right-hand bat,right-arm offbreak,40
65861,524049,Najibullah Zadran,1993-02-28,M,left-hand bat,right-arm offbreak,40
68176,577345,Michau du Preez,1996-01-03,M,right-hand bat,legbreak,28
106677,1203910,Atagul Ahmadhel,2001-06-01,M,right-hand bat,right-arm medium,114
3947,44111,Mark Boucher,1976-12-03,M,right-hand bat,right-arm medium,3
45554,53118,Dwayne Smith,1983-04-12,M,right-hand bat,right-arm medium,4
53605,318339,Samiullah Shinwari,1987-12-31,M,right-hand bat,legbreak,40
2100,48469,Kumar Dharmasena,1971-04-24,M,right-hand bat,right-arm offbreak,8
11399,32685,Irfan Pathan,1984-10-27,M,left-hand bat,left-arm medium-fast,6
62457,457249,Carlos Brathwaite,1988-07-18,M,right-hand bat,right-arm fast-medium,4
1529,9163,Ian Botham,1955-11-24,M,right-hand bat,right-arm fast-medium,1
2116,31036,Nayan Mongia,1969-12-19,M,right-hand bat,Unknown,6
48384,55894,Farhad Reza,1986-06-16,M,right-hand bat,right-arm fast-medium,25
284,10866,Jack Crawford,1886-12-01,M,right-hand bat,right-arm medium,1
2228,46774,Shaun Pollock,1973-07-16,M,right-hand bat,right-arm fast-medium,3
106654,1203875,Nemanja Zimonjic,2003-11-15,M,right-hand bat,right-arm medium,5615
63683,482478,Jan Frylinck,1994-04-06,M,left-hand bat,left-arm fast-medium,28
106672,1203902,Dimo Nikolov,1993-03-16,M,right-hand bat,right-arm medium,114
2187,51232,Courtney Browne,1970-12-07,M,right-hand bat,Unknown,4
45549,25432,Paul Hoffmann,1970-01-14,M,right-hand bat,right-arm medium-fast,30
48128,43265,Sohail Tanvir,1984-12-12,M,left-hand bat,left-arm medium-fast,7
7139,29264,Harbhajan Singh,1980-07-03,M,right-hand bat,right-arm offbreak,6
59339,391485,Jason Holder,1991-11-05,M,right-hand bat,right-arm medium-fast,4
109540,1267507,Vasil Hristov,2000-02-29,M,right-hand bat,right-arm medium-fast,114
54563,330223,Bernard Scholtz,1990-10-03,M,right-hand bat,slow left-arm orthodox,28
10451,51246,Ian Bradshaw,1974-07-09,M,left-hand bat,left-arm fast-medium,4
271,8565,Ted Arnold,1876-11-07,M,right-hand bat,right-arm medium-fast,1
4013,45396,Andrew Hall,1975-07-31,M,right-hand bat,right-arm fast-medium,3
109544,1267511,Slobodan Tosic,1986-02-18,M,right-hand bat,right-arm offbreak,5615
45487,4508,Doug Bollinger,1981-07-24,M,left-hand bat,left-arm fast-medium,2
75287,718553,Ehsan Nawaz,1995-03-21,M,right-hand bat,right-arm fast-medium,19
7678,30102,Zaheer Khan,1978-10-08,M,right-hand bat,left-arm fast-medium,6
49039,230558,Sunil Narine,1988-05-26,M,left-hand bat,right-arm offbreak,4
17837,52790,Daren Powell,1978-04-15,M,right-hand bat,right-arm fast-medium,4
212,16293,Dick Lilley,1866-11-28,M,right-hand bat,right-arm medium,1
95279,1069820,Ben Shikongo,2000-05-08,M,right-hand bat,right-arm medium-fast,28
2234,43919,Paul Adams,1977-01-20,M,right-hand bat,left-arm wrist-spin,3
109541,1267508,Jacob Albin,1998-06-23,M,right-hand bat,right-arm medium-fast,114
106660,1203882,Matija Sarenac,2004-01-10,M,right-hand bat,right-arm medium,5615
61857,440963,Aftab Alam,1992-11-30,M,right-hand bat,right-arm medium-fast,40
62307,453289,Neville Madziva,1991-08-02,M,right-hand bat,right-arm medium-fast,9
48431,32130,Pragyan Ojha,1986-09-05,M,left-hand bat,slow left-arm orthodox,6
10506,51248,Sulieman Benn,1981-07-22,M,left-hand bat,slow left-arm orthodox,4
251,9134,Colin Blythe,1879-05-30,M,right-hand bat,slow left-arm orthodox,1
65868,524075,Tangeni Lungameni,1992-04-17,M,right-hand bat,left-arm medium,28
8277,51481,Corey Collymore,1977-12-21,M,right-hand bat,right-arm fast-medium,4
59773,402245,Amir Hamza,1991-08-15,M,right-hand bat,slow left-arm orthodox,40
4073,46592,Makhaya Ntini,1977-07-06,M,right-hand bat,right-arm fast,3
108164,1233054,Delrick Varghese,1997-06-20,M,right-hand bat,right-arm medium-fast,114
112446,1321224,Robin Vitas,1980-12-12,M,right-hand bat,right-arm offbreak,5615
49271,235519,Tendai Chisoro,1988-02-12,M,left-hand bat,left-arm fast-medium,9
47100,32965,Munaf Patel,1983-07-12,M,right-hand bat,right-arm medium-fast,6
61982,446101,Shannon Gabriel,1988-04-28,M,right-hand bat,right-arm fast,4
8460,49178,Rangana Herath,1978-03-19,M,left-hand bat,slow left-arm orthodox,8
842,46196,Cuan McCarthy,1929-03-24,M,right-hand bat,right-arm fast,3
61802,438563,Mark Chapman,1994-06-27,M,left-hand bat,slow left-arm orthodox,5
1311,36314,Mark Burgess,1944-07-17,M,right-hand bat,right-arm offbreak,5
1988,49209,Sanath Jayasuriya,1969-06-30,M,left-hand bat,slow left-arm orthodox,8
48671,215155,Usman Khawaja,1986-12-18,M,left-hand bat,right-arm medium,2
59607,398513,Saurabh Netravalkar,1991-10-16,M,right-hand bat,left-arm fast-medium,11
52319,299572,Sikandar Raza,1986-04-24,M,right-hand bat,right-arm offbreak,9
35812,5334,Aaron Finch,1986-11-17,M,right-hand bat,slow left-arm orthodox,2
9587,50710,Kumar Sangakkara,1977-10-27,M,left-hand bat,right-arm offbreak,8
58403,379140,Devon Conway,1991-07-08,M,left-hand bat,right-arm medium,5
1251,36611,Bevan Congdon,1938-02-11,M,right-hand bat,right-arm medium,5
44908,43524,Umar Gul,1982-10-15,M,right-hand bat,right-arm fast-medium,7
1763,33949,Chetan Sharma,1966-01-03,M,right-hand bat,right-arm fast-medium,6
50281,267192,Steven Smith,1989-06-02,M,right-hand bat,legbreak googly,2
6315,49289,Mahela Jayawardene,1977-05-27,M,right-hand bat,right-arm medium,8
53195,308505,Moses Anafie,1988-05-23,M,right-hand bat,right-arm offbreak,135
6343,46569,Andre Nel,1977-07-15,M,right-hand bat,right-arm fast-medium,3
1059,6598,Ian Meckiff,1935-01-06,M,right-hand bat,left-arm fast,2
48520,209457,Chamara Kapugedera,1987-02-24,M,right-hand bat,right-arm medium,8
35384,4451,George Bailey,1982-09-07,M,right-hand bat,right-arm medium,2
46995,49619,Suranga Lakmal,1987-03-10,M,right-hand bat,right-arm fast-medium,8
105680,1188638,Javed Maroofkhail,2001-11-10,M,right-hand bat,right-arm medium,175
61861,440970,Hashmatullah Shahidi,1994-11-04,M,left-hand bat,right-arm offbreak,40
8197,50431,Chamara Silva,1979-12-14,M,right-hand bat,legbreak,8
50771,272450,Mitchell Marsh,1991-10-20,M,right-hand bat,right-arm medium,2
5331,52821,Franklyn Rose,1972-02-01,M,right-hand bat,right-arm fast,4
4380,38710,Daniel Vettori,1979-01-27,M,left-hand bat,slow left-arm orthodox,5
69959,596456,Ainsley Ndlovu,1996-01-26,M,right-hand bat,slow left-arm orthodox,9
45560,56268,Arafat Sunny,1986-09-29,M,left-hand bat,slow left-arm orthodox,25
7541,46681,Justin Ontong,1980-01-04,M,right-hand bat,right-arm offbreak,3
291,47217,Tip Snooke,1881-02-01,M,right-hand bat,right-arm fast-medium,3
109867,1274032,Samarth Bodha,2003-02-03,M,right-hand bat,right-arm medium,18
62153,450860,Adam Milne,1992-04-13,M,right-hand bat,right-arm fast,5
1422,36595,Lance Cairns,1949-10-10,M,right-hand bat,right-arm medium-fast,5
109590,1268919,Bilal Muhammad,1998-04-10,M,right-hand bat,left-arm medium,45
7419,48472,Tillakaratne Dilshan,1976-10-14,M,right-hand bat,right-arm offbreak,8
54222,325026,Glenn Maxwell,1988-10-14,M,right-hand bat,right-arm offbreak,2
7827,30157,Thirunavukkarasu Kumaran,1975-12-30,M,right-hand bat,right-arm medium,6
2086,10633,Andy Caddick,1968-11-21,M,right-hand bat,right-arm fast-medium,1
1998,50848,Pramodya Wickramasinghe,1971-08-14,M,right-hand bat,right-arm fast-medium,8
112036,1314205,Jaison Jerome,1994-05-15,M,right-hand bat,right-arm medium,45
5432,51651,Mervyn Dillon,1974-06-05,M,right-hand bat,right-arm fast-medium,4
9711,37700,Chris Martin,1974-12-10,M,right-hand bat,right-arm fast-medium,5
80845,827051,Blessing Muzarabani,1996-10-02,M,right-hand bat,right-arm fast-medium,9
54674,330902,Mustafizur Rahman,1995-09-06,M,left-hand bat,left-arm fast-medium,25
19627,41411,Mohammad Asif,1982-12-20,M,left-hand bat,right-arm fast-medium,7
47353,56149,Shahadat Hossain,1986-08-07,M,right-hand bat,right-arm medium-fast,25
49427,244497,Adil Rashid,1988-02-17,M,right-hand bat,legbreak,1
52739,303934,Kabir Mirpuri,1987-11-27,M,right-hand bat,right-arm offbreak,18
64402,493773,Lockie Ferguson,1991-06-13,M,right-hand bat,right-arm fast,5
1549,36303,Stephen Boock,1951-09-20,M,right-hand bat,slow left-arm orthodox,5
3317,30750,VVS Laxman,1974-11-01,M,right-hand bat,right-arm offbreak,6
2166,50804,Chaminda Vaas,1974-01-27,M,left-hand bat,left-arm fast-medium,8
79157,793457,Hazratullah Zazai,1998-03-23,M,left-hand bat,slow left-arm orthodox,40
47619,55354,Chamu Chibhabha,1986-09-06,M,right-hand bat,right-arm medium,9
60436,419873,Mohammad Shahzad,1987-01-10,M,right-hand bat,Unknown,40
58406,379143,Quinton de Kock,1992-12-17,M,left-hand bat,Unknown,3
2119,5616,Matthew Hayden,1971-10-29,M,left-hand bat,right-arm medium,2
91341,990145,Darshit Patankar,1998-05-22,M,right-hand bat,Unknown,45
91277,990081,Mohammad Naim,1999-08-22,M,left-hand bat,Unknown,25
1496,9208,Mike Brearley,1942-04-28,M,right-hand bat,right-arm medium,1
1743,34028,Navjot Sidhu,1963-10-20,M,right-hand bat,right-arm medium,6
47218,55946,Zunaed Siddique,1987-10-30,M,left-hand bat,right-arm offbreak,25
49024,230193,Matthew Wade,1987-12-26,M,left-hand bat,right-arm medium,2
426,16857,George Macaulay,1897-12-07,M,right-hand bat,Unknown,1
74741,703323,Ihsanullah,1997-12-28,M,right-hand bat,Unknown,40
1239,41919,Majid Khan,1946-09-28,M,right-hand bat,right-arm medium,7
9952,43906,Hashim Amla,1983-03-31,M,right-hand bat,right-arm medium,3
10538,6060,Phil Jaques,1979-05-03,M,left-hand bat,left-arm medium,2
64327,492687,Fanyan Mughal,1986-10-03,M,Unknown,Unknown,45
11271,48835,Dilhara Fernando,1979-07-19,M,right-hand bat,right-arm fast-medium,8
87603,942645,Khaleel Ahmed,1997-12-05,M,right-hand bat,left-arm medium,6
50483,270484,James Faulkner,1990-04-29,M,right-hand bat,left-arm fast-medium,2
46206,49535,Nuwan Kulasekara,1982-07-22,M,right-hand bat,right-arm fast-medium,8
78235,784375,Lahiru Kumara,1997-02-13,M,left-hand bat,right-arm fast,8
106702,1204010,Waseem Abbas,1990-04-01,M,right-hand bat,right-arm fast,45
66398,533956,Rahmat Shah,1993-07-06,M,right-hand bat,legbreak googly,40
70277,600498,Aiden Markram,1994-10-04,M,right-hand bat,right-arm offbreak,3
2286,5392,Jason Gillespie,1975-04-19,M,right-hand bat,right-arm fast,2
108153,1233043,Samuel Stanislaus,1980-12-05,M,right-hand bat,right-arm offbreak,45
53330,311592,Mitchell Starc,1990-01-30,M,left-hand bat,left-arm fast,2
15267,49677,Thilan Thushara,1981-03-01,M,left-hand bat,left-arm fast-medium,8
106716,1204124,Zeeshan Kukikhel,1995-10-03,M,right-hand bat,right-arm fast,139
1282,17018,Colin Milburn,1941-10-23,M,right-hand bat,right-arm medium,1
109763,1273278,Imal Zuwak,1990-01-05,M,right-hand bat,right-arm medium-fast,204
102185,1144657,Nicolaj Laegsgaard,1996-11-18,M,left-hand bat,slow left-arm orthodox,13
51367,288284,Josh Hazlewood,1991-01-08,M,left-hand bat,right-arm fast-medium,2
50377,268739,Ajantha Mendis,1985-03-11,M,right-hand bat,right-arm offbreak,8
44971,44930,Friedel de Wet,1980-06-26,M,right-hand bat,right-arm fast-medium,3
2041,49636,Muthiah Muralidaran,1972-04-17,M,right-hand bat,right-arm offbreak,8
61993,446548,Scott Boland,1989-04-11,M,right-hand bat,right-arm fast-medium,2
481,52426,Freddie Martin,1893-10-12,M,left-hand bat,slow left-arm orthodox,4
891,46203,Jackie McGlew,1929-03-11,M,right-hand bat,legbreak googly,3
1883,38707,Bert Vance,1955-03-31,M,right-hand bat,right-arm offbreak,5
1750,42420,Ramiz Raja,1962-08-14,M,right-hand bat,legbreak,7
1206,9142,Brian Bolus,1934-01-31,M,right-hand bat,left-arm medium,1
7538,44098,Loots Bosman,1977-04-14,M,right-hand bat,right-arm medium,3
1845,20217,Gladstone Small,1961-10-18,M,right-hand bat,right-arm fast-medium,1
45222,44932,Jean-Paul Duminy,1984-04-14,M,left-hand bat,right-arm offbreak,3
8876,4578,Michael Clarke,1981-04-02,M,right-hand bat,slow left-arm orthodox,2
109604,1269467,Aaftab Alam Khan,1986-01-31,M,right-hand bat,right-arm medium-fast,45
67276,550133,Mosaddek Hossain,1995-12-10,M,right-hand bat,right-arm offbreak,25
1502,17025,Geoff Miller,1952-09-08,M,right-hand bat,right-arm offbreak,1
48739,219889,David Warner,1986-10-27,M,left-hand bat,legbreak,2
67773,568276,Imam-ul-Haq,1995-12-22,M,left-hand bat,Unknown,7
483,52815,Clifford Roach,1904-03-13,M,right-hand bat,legbreak,4
70961,633362,Sharafuddin Ashraf,1995-01-10,M,right-hand bat,slow left-arm orthodox,40
54430,327830,Dwaine Pretorius,1989-03-29,M,right-hand bat,right-arm medium-fast,3
2000,8166,Shane Warne,1969-09-13,M,right-hand bat,legbreak googly,2
114907,1369881,Jaspal Singh,1986-10-17,M,right-hand bat,right-arm medium,45
893,47857,John Waite,1930-01-19,M,right-hand bat,Unknown,3
2032,38967,Aamer Sohail,1966-09-14,M,left-hand bat,slow left-arm orthodox,7
1739,42658,Shoaib Mohammad,1961-01-08,M,right-hand bat,right-arm offbreak,7
1203,12490,John Edrich,1937-06-21,M,left-hand bat,right-arm medium,1
7041,14054,Steve Harmison,1978-10-23,M,right-hand bat,right-arm fast-medium,1
79159,793463,Rashid Khan,1998-09-20,M,right-hand bat,legbreak googly,40
66859,540316,Andile Phehlukwayo,1996-03-03,M,left-hand bat,right-arm medium-fast,3
96335,1076713,Cameron Green,1999-06-03,M,right-hand bat,right-arm fast-medium,2
106721,1204129,Satyadeep Ashwathnarayana,1986-02-08,M,right-hand bat,right-arm medium,139
5966,6278,Brett Lee,1976-11-08,M,right-hand bat,right-arm fast,2
108152,1233042,Amar Sharma,1978-10-12,M,right-hand bat,right-arm offbreak,45
91235,990039,Shoriful Islam,2001-06-03,M,left-hand bat,left-arm medium-fast,25
1376,21494,Bob Taylor,1941-07-17,M,right-hand bat,right-arm medium,1
65101,512191,Fakhar Zaman,1990-04-10,M,left-hand bat,slow left-arm orthodox,7
537,52050,George Headley,1909-05-30,M,right-hand bat,legbreak,4
79163,793467,Karim Janat,1998-08-11,M,right-hand bat,right-arm medium,40
47209,55705,Tinashe Panyangara,1985-10-21,M,right-hand bat,right-arm fast-medium,9
65399,516561,Dawlat Zadran,1988-03-19,M,right-hand bat,right-arm fast-medium,40
67296,550215,Kagiso Rabada,1995-05-25,M,left-hand bat,right-arm fast,3
4176,5390,Adam Gilchrist,1971-11-14,M,left-hand bat,right-arm offbreak,2
109591,1268920,Ashok Bishnoi,1988-02-19,M,right-hand bat,right-arm medium,45
1450,12486,Phil Edmonds,1951-03-08,M,right-hand bat,slow left-arm orthodox,1
66808,538506,Taskin Ahmed,1995-04-03,M,left-hand bat,right-arm fast,25
901,44964,Russell Endean,1924-05-31,M,right-hand bat,Unknown,3
59148,388802,Tom Latham,1992-04-02,M,left-hand bat,right-arm medium,5
90231,974175,Fazalhaq Farooqi,2000-09-22,M,right-hand bat,left-arm fast-medium,40
279,5375,Algy Gehrs,1880-11-29,M,right-hand bat,legbreak,2
114019,1345186,Sanze Kamate,1994-08-06,M,right-hand bat,right-arm medium-fast,4084
49120,232444,Taurai Muzarabani,1987-03-27,M,right-hand bat,right-arm fast-medium,9
90165,974109,Mujeeb Ur Rahman,2001-03-28,M,right-hand bat,right-arm offbreak,40
66941,542023,Lungi Ngidi,1996-03-29,M,right-hand bat,right-arm fast-medium,3
46480,4882,Dan Cullen,1984-04-10,M,right-hand bat,right-arm offbreak,2
