player_id,player_object_id,player_name,dob,gender,batting_style,bowling_style,country_id
7593,28081,MS Dhoni,1981-07-07,M,right-hand bat,right-arm medium,6.0
49040,230559,Kieron Pollard,1987-05-12,M,right-hand bat,right-arm medium,4.0
109546,1267513,Nicholas Johns-Wickberg,1989-08-03,M,right-hand bat,right-arm medium-fast,5615.0
46933,44828,Faf du Plessis,1984-07-13,M,right-hand bat,legbreak,3.0
1564,13418,David Gower,1957-04-01,M,left-hand bat,right-arm offbreak,1.0
47206,55870,Sean Williams,1986-09-26,M,left-hand bat,slow left-arm orthodox,9.0
243,15509,Gilbert Jessop,1874-05-19,M,right-hand bat,right-arm fast,1.0
108154,1233044,Varun Thamotharam,1988-11-12,M,left-hand bat,left-arm medium-fast,45.0
6256,5939,Michael Hussey,1975-05-27,M,left-hand bat,right-arm medium,2.0
55398,337790,Rassie van der Dussen,1989-02-07,M,right-hand bat,legbreak,3.0
87075,935995,Afif Hossain,1999-09-22,M,left-hand bat,right-arm offbreak,25.0
1406,19469,Graham Roope,1946-07-12,M,right-hand bat,right-arm medium,1.0
35582,56186,Tushar Imran,1983-12-20,M,right-hand bat,None,25.0
45252,55343,Elton Chigumbura,1986-03-14,M,right-hand bat,right-arm fast-medium,9.0
2024,28779,Sourav Ganguly,1972-07-08,M,left-hand bat,right-arm medium,6.0
46888,25913,Mohammad Nabi,1985-01-01,M,right-hand bat,right-arm offbreak,40.0
65861,524049,Najibullah Zadran,1993-02-28,M,left-hand bat,right-arm offbreak,40.0
68176,577345,Michau du Preez,1996-01-03,M,right-hand bat,legbreak,28.0
106677,1203910,Atagul Ahmadhel,2001-06-01,M,right-hand bat,right-arm medium,114.0
3947,44111,Mark Boucher,1976-12-03,M,right-hand bat,right-arm medium,3.0
45554,53118,Dwayne Smith,1983-04-12,M,right-hand bat,right-arm medium,4.0
53605,318339,Samiullah Shinwari,1987-12-31,M,right-hand bat,legbreak,40.0
2100,48469,Kumar Dharmasena,1971-04-24,M,right-hand bat,right-arm offbreak,8.0
11399,32685,Irfan Pathan,1984-10-27,M,left-hand bat,left-arm medium-fast,6.0
62457,457249,Carlos Brathwaite,1988-07-18,M,right-hand bat,right-arm fast-medium,4.0
1529,9163,Ian Botham,1955-11-24,M,right-hand bat,right-arm fast-medium,1.0
2116,31036,Nayan Mongia,1969-12-19,M,right-hand bat,None,6.0
48384,55894,Farhad Reza,1986-06-16,M,right-hand bat,right-arm fast-medium,25.0
284,10866,Jack Crawford,1886-12-01,M,right-hand bat,right-arm medium,1.0
2228,46774,Shaun Pollock,1973-07-16,M,right-hand bat,right-arm fast-medium,3.0
106654,1203875,Nemanja Zimonjic,2003-11-15,M,right-hand bat,right-arm medium,5615.0
63683,482478,Jan Frylinck,1994-04-06,M,left-hand bat,left-arm fast-medium,28.0
106672,1203902,Dimo Nikolov,1993-03-16,M,right-hand bat,right-arm medium,114.0
2187,51232,Courtney Browne,1970-12-07,M,right-hand bat,None,4.0
45549,25432,Paul Hoffmann,1970-01-14,M,right-hand bat,right-arm medium-fast,30.0
48128,43265,Sohail Tanvir,1984-12-12,M,left-hand bat,left-arm medium-fast,7.0
7139,29264,Harbhajan Singh,1980-07-03,M,right-hand bat,right-arm offbreak,6.0
59339,391485,Jason Holder,1991-11-05,M,right-hand bat,right-arm medium-fast,4.0
109540,1267507,Vasil Hristov,2000-02-29,M,right-hand bat,right-arm medium-fast,114.0
54563,330223,Bernard Scholtz,1990-10-03,M,right-hand bat,slow left-arm orthodox,28.0
10451,51246,Ian Bradshaw,1974-07-09,M,left-hand bat,left-arm fast-medium,4.0
271,8565,Ted Arnold,1876-11-07,M,right-hand bat,right-arm medium-fast,1.0
4013,45396,Andrew Hall,1975-07-31,M,right-hand bat,right-arm fast-medium,3.0
109544,1267511,Slobodan Tosic,1986-02-18,M,right-hand bat,right-arm offbreak,5615.0
45487,4508,Doug Bollinger,1981-07-24,M,left-hand bat,left-arm fast-medium,2.0
75287,718553,Ehsan Nawaz,1995-03-21,M,right-hand bat,right-arm fast-medium,19.0
7678,30102,Zaheer Khan,1978-10-08,M,right-hand bat,left-arm fast-medium,6.0
49039,230558,Sunil Narine,1988-05-26,M,left-hand bat,right-arm offbreak,4.0
17837,52790,Daren Powell,1978-04-15,M,right-hand bat,right-arm fast-medium,4.0
212,16293,Dick Lilley,1866-11-28,M,right-hand bat,right-arm medium,1.0
95279,1069820,Ben Shikongo,2000-05-08,M,right-hand bat,right-arm medium-fast,28.0
2234,43919,Paul Adams,1977-01-20,M,right-hand bat,left-arm wrist-spin,3.0
109541,1267508,Jacob Albin,1998-06-23,M,right-hand bat,right-arm medium-fast,114.0
106660,1203882,Matija Sarenac,2004-01-10,M,right-hand bat,right-arm medium,5615.0
61857,440963,Aftab Alam,1992-11-30,M,right-hand bat,right-arm medium-fast,40.0
62307,453289,Neville Madziva,1991-08-02,M,right-hand bat,right-arm medium-fast,9.0
48431,32130,Pragyan Ojha,1986-09-05,M,left-hand bat,slow left-arm orthodox,6.0
10506,51248,Sulieman Benn,1981-07-22,M,left-hand bat,slow left-arm orthodox,4.0
251,9134,Colin Blythe,1879-05-30,M,right-hand bat,slow left-arm orthodox,1.0
65868,524075,Tangeni Lungameni,1992-04-17,M,right-hand bat,left-arm medium,28.0
8277,51481,Corey Collymore,1977-12-21,M,right-hand bat,right-arm fast-medium,4.0
59773,402245,Amir Hamza,1991-08-15,M,right-hand bat,slow left-arm orthodox,40.0
4073,46592,Makhaya Ntini,1977-07-06,M,right-hand bat,right-arm fast,3.0
108164,1233054,Delrick Varghese,1997-06-20,M,right-hand bat,right-arm medium-fast,114.0
112446,1321224,Robin Vitas,1980-12-12,M,right-hand bat,right-arm offbreak,5615.0
49271,235519,Tendai Chisoro,1988-02-12,M,left-hand bat,left-arm fast-medium,9.0
47100,32965,Munaf Patel,1983-07-12,M,right-hand bat,right-arm medium-fast,6.0
61982,446101,Shannon Gabriel,1988-04-28,M,right-hand bat,right-arm fast,4.0
8460,49178,Rangana Herath,1978-03-19,M,left-hand bat,slow left-arm orthodox,8.0
842,46196,Cuan McCarthy,1929-03-24,M,right-hand bat,right-arm fast,3.0
61802,438563,Mark Chapman,1994-06-27,M,left-hand bat,slow left-arm orthodox,5.0
1311,36314,Mark Burgess,1944-07-17,M,right-hand bat,right-arm offbreak,5.0
1988,49209,Sanath Jayasuriya,1969-06-30,M,left-hand bat,slow left-arm orthodox,8.0
48671,215155,Usman Khawaja,1986-12-18,M,left-hand bat,right-arm medium,2.0
59607,398513,Saurabh Netravalkar,1991-10-16,M,right-hand bat,left-arm fast-medium,11.0
52319,299572,Sikandar Raza,1986-04-24,M,right-hand bat,right-arm offbreak,9.0
35812,5334,Aaron Finch,1986-11-17,M,right-hand bat,slow left-arm orthodox,2.0
9587,50710,Kumar Sangakkara,1977-10-27,M,left-hand bat,right-arm offbreak,8.0
58403,379140,Devon Conway,1991-07-08,M,left-hand bat,right-arm medium,5.0
1251,36611,Bevan Congdon,1938-02-11,M,right-hand bat,right-arm medium,5.0
44908,43524,Umar Gul,1982-10-15,M,right-hand bat,right-arm fast-medium,7.0
1763,33949,Chetan Sharma,1966-01-03,M,right-hand bat,right-arm fast-medium,6.0
50281,267192,Steven Smith,1989-06-02,M,right-hand bat,legbreak googly,2.0
6315,49289,Mahela Jayawardene,1977-05-27,M,right-hand bat,right-arm medium,8.0
53195,308505,Moses Anafie,1988-05-23,M,right-hand bat,right-arm offbreak,135.0
6343,46569,Andre Nel,1977-07-15,M,right-hand bat,right-arm fast-medium,3.0
1059,6598,Ian Meckiff,1935-01-06,M,right-hand bat,left-arm fast,2.0
48520,209457,Chamara Kapugedera,1987-02-24,M,right-hand bat,right-arm medium,8.0
35384,4451,George Bailey,1982-09-07,M,right-hand bat,right-arm medium,2.0
46995,49619,Suranga Lakmal,1987-03-10,M,right-hand bat,right-arm fast-medium,8.0
105680,1188638,Javed Maroofkhail,2001-11-10,M,right-hand bat,right-arm medium,175.0
61861,440970,Hashmatullah Shahidi,1994-11-04,M,left-hand bat,right-arm offbreak,40.0
8197,50431,Chamara Silva,1979-12-14,M,right-hand bat,legbreak,8.0
50771,272450,Mitchell Marsh,1991-10-20,M,right-hand bat,right-arm medium,2.0
5331,52821,Franklyn Rose,1972-02-01,M,right-hand bat,right-arm fast,4.0
4380,38710,Daniel Vettori,1979-01-27,M,left-hand bat,slow left-arm orthodox,5.0
69959,596456,Ainsley Ndlovu,1996-01-26,M,right-hand bat,slow left-arm orthodox,9.0
45560,56268,Arafat Sunny,1986-09-29,M,left-hand bat,slow left-arm orthodox,25.0
7541,46681,Justin Ontong,1980-01-04,M,right-hand bat,right-arm offbreak,3.0
291,47217,Tip Snooke,1881-02-01,M,right-hand bat,right-arm fast-medium,3.0
109867,1274032,Samarth Bodha,2003-02-03,M,right-hand bat,right-arm medium,18.0
62153,450860,Adam Milne,1992-04-13,M,right-hand bat,right-arm fast,5.0
1422,36595,Lance Cairns,1949-10-10,M,right-hand bat,right-arm medium-fast,5.0
109590,1268919,Bilal Muhammad,1998-04-10,M,right-hand bat,left-arm medium,45.0
7419,48472,Tillakaratne Dilshan,1976-10-14,M,right-hand bat,right-arm offbreak,8.0
54222,325026,Glenn Maxwell,1988-10-14,M,right-hand bat,right-arm offbreak,2.0
7827,30157,Thirunavukkarasu Kumaran,1975-12-30,M,right-hand bat,right-arm medium,6.0
2086,10633,Andy Caddick,1968-11-21,M,right-hand bat,right-arm fast-medium,1.0
1998,50848,Pramodya Wickramasinghe,1971-08-14,M,right-hand bat,right-arm fast-medium,8.0
112036,1314205,Jaison Jerome,1994-05-15,M,right-hand bat,right-arm medium,45.0
5432,51651,Mervyn Dillon,1974-06-05,M,right-hand bat,right-arm fast-medium,4.0
9711,37700,Chris Martin,1974-12-10,M,right-hand bat,right-arm fast-medium,5.0
80845,827051,Blessing Muzarabani,1996-10-02,M,right-hand bat,right-arm fast-medium,9.0
54674,330902,Mustafizur Rahman,1995-09-06,M,left-hand bat,left-arm fast-medium,25.0
19627,41411,Mohammad Asif,1982-12-20,M,left-hand bat,right-arm fast-medium,7.0
47353,56149,Shahadat Hossain,1986-08-07,M,right-hand bat,right-arm medium-fast,25.0
49427,244497,Adil Rashid,1988-02-17,M,right-hand bat,legbreak,1.0
52739,303934,Kabir Mirpuri,1987-11-27,M,right-hand bat,right-arm offbreak,18.0
64402,493773,Lockie Ferguson,1991-06-13,M,right-hand bat,right-arm fast,5.0
1549,36303,Stephen Boock,1951-09-20,M,right-hand bat,slow left-arm orthodox,5.0
3317,30750,VVS Laxman,1974-11-01,M,right-hand bat,right-arm offbreak,6.0
2166,50804,Chaminda Vaas,1974-01-27,M,left-hand bat,left-arm fast-medium,8.0
79157,793457,Hazratullah Zazai,1998-03-23,M,left-hand bat,slow left-arm orthodox,40.0
47619,55354,Chamu Chibhabha,1986-09-06,M,right-hand bat,right-arm medium,9.0
60436,419873,Mohammad Shahzad,1987-01-10,M,right-hand bat,None,40.0
58406,379143,Quinton de Kock,1992-12-17,M,left-hand bat,None,3.0
2119,5616,Matthew Hayden,1971-10-29,M,left-hand bat,right-arm medium,2.0
91341,990145,Darshit Patankar,1998-05-22,M,right-hand bat,None,45.0
91277,990081,Mohammad Naim,1999-08-22,M,left-hand bat,None,25.0
1496,9208,Mike Brearley,1942-04-28,M,right-hand bat,right-arm medium,1.0
1743,34028,Navjot Sidhu,1963-10-20,M,right-hand bat,right-arm medium,6.0
47218,55946,Zunaed Siddique,1987-10-30,M,left-hand bat,right-arm offbreak,25.0
49024,230193,Matthew Wade,1987-12-26,M,left-hand bat,right-arm medium,2.0
426,16857,George Macaulay,1897-12-07,M,right-hand bat,None,1.0
74741,703323,Ihsanullah,1997-12-28,M,right-hand bat,None,40.0
1239,41919,Majid Khan,1946-09-28,M,right-hand bat,right-arm medium,7.0
9952,43906,Hashim Amla,1983-03-31,M,right-hand bat,right-arm medium,3.0
10538,6060,Phil Jaques,1979-05-03,M,left-hand bat,left-arm medium,2.0
64327,492687,Fanyan Mughal,1986-10-03,M,None,None,45.0
11271,48835,Dilhara Fernando,1979-07-19,M,right-hand bat,right-arm fast-medium,8.0
87603,942645,Khaleel Ahmed,1997-12-05,M,right-hand bat,left-arm medium,6.0
50483,270484,James Faulkner,1990-04-29,M,right-hand bat,left-arm fast-medium,2.0
46206,49535,Nuwan Kulasekara,1982-07-22,M,right-hand bat,right-arm fast-medium,8.0
78235,784375,Lahiru Kumara,1997-02-13,M,left-hand bat,right-arm fast,8.0
106702,1204010,Waseem Abbas,1990-04-01,M,right-hand bat,right-arm fast,45.0
66398,533956,Rahmat Shah,1993-07-06,M,right-hand bat,legbreak googly,40.0
70277,600498,Aiden Markram,1994-10-04,M,right-hand bat,right-arm offbreak,3.0
2286,5392,Jason Gillespie,1975-04-19,M,right-hand bat,right-arm fast,2.0
108153,1233043,Samuel Stanislaus,1980-12-05,M,right-hand bat,right-arm offbreak,45.0
53330,311592,Mitchell Starc,1990-01-30,M,left-hand bat,left-arm fast,2.0
15267,49677,Thilan Thushara,1981-03-01,M,left-hand bat,left-arm fast-medium,8.0
106716,1204124,Zeeshan Kukikhel,1995-10-03,M,right-hand bat,right-arm fast,139.0
1282,17018,Colin Milburn,1941-10-23,M,right-hand bat,right-arm medium,1.0
109763,1273278,Imal Zuwak,1990-01-05,M,right-hand bat,right-arm medium-fast,204.0
102185,1144657,Nicolaj Laegsgaard,1996-11-18,M,left-hand bat,slow left-arm orthodox,13.0
51367,288284,Josh Hazlewood,1991-01-08,M,left-hand bat,right-arm fast-medium,2.0
50377,268739,Ajantha Mendis,1985-03-11,M,right-hand bat,right-arm offbreak,8.0
44971,44930,Friedel de Wet,1980-06-26,M,right-hand bat,right-arm fast-medium,3.0
2041,49636,Muthiah Muralidaran,1972-04-17,M,right-hand bat,right-arm offbreak,8.0
61993,446548,Scott Boland,1989-04-11,M,right-hand bat,right-arm fast-medium,2.0
481,52426,Freddie Martin,1893-10-12,M,left-hand bat,slow left-arm orthodox,4.0
891,46203,Jackie McGlew,1929-03-11,M,right-hand bat,legbreak googly,3.0
1883,38707,Bert Vance,1955-03-31,M,right-hand bat,right-arm offbreak,5.0
1750,42420,Ramiz Raja,1962-08-14,M,right-hand bat,legbreak,7.0
1206,9142,Brian Bolus,1934-01-31,M,right-hand bat,left-arm medium,1.0
7538,44098,Loots Bosman,1977-04-14,M,right-hand bat,right-arm medium,3.0
1845,20217,Gladstone Small,1961-10-18,M,right-hand bat,right-arm fast-medium,1.0
45222,44932,Jean-Paul Duminy,1984-04-14,M,left-hand bat,right-arm offbreak,3.0
8876,4578,Michael Clarke,1981-04-02,M,right-hand bat,slow left-arm orthodox,2.0
109604,1269467,Aaftab Alam Khan,1986-01-31,M,right-hand bat,right-arm medium-fast,45.0
67276,550133,Mosaddek Hossain,1995-12-10,M,right-hand bat,right-arm offbreak,25.0
1502,17025,Geoff Miller,1952-09-08,M,right-hand bat,right-arm offbreak,1.0
48739,219889,David Warner,1986-10-27,M,left-hand bat,legbreak,2.0
67773,568276,Imam-ul-Haq,1995-12-22,M,left-hand bat,None,7.0
483,52815,Clifford Roach,1904-03-13,M,right-hand bat,legbreak,4.0
70961,633362,Sharafuddin Ashraf,1995-01-10,M,right-hand bat,slow left-arm orthodox,40.0
54430,327830,Dwaine Pretorius,1989-03-29,M,right-hand bat,right-arm medium-fast,3.0
2000,8166,Shane Warne,1969-09-13,M,right-hand bat,legbreak googly,2.0
114907,1369881,Jaspal Singh,1986-10-17,M,right-hand bat,right-arm medium,45.0
893,47857,John Waite,1930-01-19,M,right-hand bat,None,3.0
2032,38967,Aamer Sohail,1966-09-14,M,left-hand bat,slow left-arm orthodox,7.0
1739,42658,Shoaib Mohammad,1961-01-08,M,right-hand bat,right-arm offbreak,7.0
1203,12490,John Edrich,1937-06-21,M,left-hand bat,right-arm medium,1.0
7041,14054,Steve Harmison,1978-10-23,M,right-hand bat,right-arm fast-medium,1.0
79159,793463,Rashid Khan,1998-09-20,M,right-hand bat,legbreak googly,40.0
66859,540316,Andile Phehlukwayo,1996-03-03,M,left-hand bat,right-arm medium-fast,3.0
96335,1076713,Cameron Green,1999-06-03,M,right-hand bat,right-arm fast-medium,2.0
106721,1204129,Satyadeep Ashwathnarayana,1986-02-08,M,right-hand bat,right-arm medium,139.0
5966,6278,Brett Lee,1976-11-08,M,right-hand bat,right-arm fast,2.0
108152,1233042,Amar Sharma,1978-10-12,M,right-hand bat,right-arm offbreak,45.0
91235,990039,Shoriful Islam,2001-06-03,M,left-hand bat,left-arm medium-fast,25.0
1376,21494,Bob Taylor,1941-07-17,M,right-hand bat,right-arm medium,1.0
65101,512191,Fakhar Zaman,1990-04-10,M,left-hand bat,slow left-arm orthodox,7.0
537,52050,George Headley,1909-05-30,M,right-hand bat,legbreak,4.0
79163,793467,Karim Janat,1998-08-11,M,right-hand bat,right-arm medium,40.0
47209,55705,Tinashe Panyangara,1985-10-21,M,right-hand bat,right-arm fast-medium,9.0
65399,516561,Dawlat Zadran,1988-03-19,M,right-hand bat,right-arm fast-medium,40.0
67296,550215,Kagiso Rabada,1995-05-25,M,left-hand bat,right-arm fast,3.0
